TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,TransactionType,Location,Channel,CustomerOccupation,PreviousTransactionDate,CustomerAgeBin,Target
362.27,80.0,47.0,1.0,6003.59,,Debit,Jacksonville,ATM,Retired,2024-11-04 08:07:35,Senior,3
560.15,50.0,91.99999999999999,1.0,817.83,2023-08-14 18:01:36,Credit,Memphis,Online,Engineer,2024-11-04 08:10:51,Senior,1
132.36,28.0,160.0,1.0,319.65,2023-03-13 17:01:57,Debit,Colorado Springs,Branch,Student,2024-11-04 08:10:05,Young,2
24.77,40.0,17.0,1.0,478.23,2023-11-01 16:55:58,Credit,Nashville,Online,Engineer,2024-11-04 08:07:20,Adult,3
80.24,53.0,58.00000000000001,1.0,8012.810000000001,2023-05-19 17:28:42,Credit,New York,Branch,Doctor,2024-11-04 08:12:13,Senior,1
8.65,68.0,198.0,1.0,4201.22,2023-11-20 16:28:19,Debit,Mesa,ATM,Retired,2024-11-04 08:11:35,Senior,3
178.91,18.0,18.999999999999996,1.0,8870.89,2023-03-15 16:37:04,Debit,Omaha,ATM,Student,2024-11-04 08:07:06,Young,2
115.22,27.0,107.99999999999999,1.0,906.1999999999999,2023-12-08 17:05:33,Debit,San Francisco,Branch,Engineer,2024-11-04 08:09:07,Young,3
161.63,46.0,276.0,1.0,9286.37,2023-12-25 16:32:44,Debit,San Jose,Online,Doctor,2024-11-04 08:08:21,Adult,3
542.75,70.0,63.0,1.0,2224.08,2023-12-07 18:28:50,Credit,Nashville,Branch,Retired,2024-11-04 08:08:27,Senior,3
317.47,67.0,16.0,1.0,14639.28,2023-05-01 17:31:34,Credit,Sacramento,Online,Doctor,2024-11-04 08:07:58,Senior,2
280.99,45.0,29.000000000000004,1.0,9733.59,2023-02-20 18:03:01,Debit,Houston,Branch,Engineer,2024-11-04 08:07:24,Adult,2
24.19,29.0,28.0,1.0,2756.2,2023-02-08 17:33:08,Debit,San Diego,ATM,Engineer,2024-11-04 08:07:26,Young,2
586.85,36.0,86.0,1.0,6655.15,2023-08-15 16:57:27,Debit,Mesa,ATM,Doctor,2024-11-04 08:12:18,Adult,1
372.41,55.0,143.0,1.0,3233.87,2023-06-19 18:12:16,Debit,San Diego,ATM,Retired,2024-11-04 08:06:34,Senior,1
383.69,54.0,285.0,1.0,8371.11,2023-10-31 17:06:08,Debit,Colorado Springs,Online,Engineer,2024-11-04 08:10:03,Senior,3
247.16999999999996,65.0,149.0,1.0,2611.64,2023-05-22 17:58:55,Credit,Chicago,Branch,Retired,2024-11-04 08:07:43,Senior,1
48.78,18.0,136.0,1.0,552.06,2023-08-11 16:43:41,Credit,Kansas City,Branch,Student,2024-11-04 08:10:11,Young,1
4.15,60.0,119.0,1.0,6017.36,2023-10-19 16:34:39,Credit,Omaha,Branch,Retired,2024-11-04 08:09:48,Senior,3
60.989999999999995,34.0,58.00000000000001,1.0,7281.46,2023-08-01 17:14:17,Debit,Oklahoma City,Branch,Engineer,2024-11-04 08:07:51,Adult,1
408.19,26.0,241.0,1.0,6847.47,2023-12-15 16:48:08,Debit,Mesa,Branch,Engineer,2024-11-04 08:08:29,Young,3
524.6,58.0,75.99999999999999,1.0,13017.7,2023-04-07 17:37:34,Debit,El Paso,Branch,Doctor,2024-11-04 08:09:46,Senior,2
108.96,26.0,247.0,1.0,7597.660000000001,2023-10-10 18:12:07,Debit,Milwaukee,ATM,Student,2024-11-04 08:06:40,Young,3
70.03,63.0,49.0,1.0,7330.31,2023-12-18 18:34:33,Debit,Nashville,Branch,Retired,2024-11-04 08:07:55,Senior,3
124.84,52.0,79.0,1.0,6711.78,2023-09-22 17:44:42,Debit,Louisville,Online,Retired,2024-11-04 08:11:28,Senior,3
324.04,54.0,30.0,1.0,2248.06,2023-07-05 16:49:05,Debit,Virginia Beach,ATM,Retired,2024-11-04 08:08:07,Senior,1
39.69,70.0,163.0,1.0,3524.68,2023-04-24 17:16:27,Debit,Austin,Online,Retired,2024-11-04 08:07:44,Senior,2
157.7,58.0,45.99999999999999,1.0,8332.58,2023-12-01 17:29:15,Credit,Omaha,Branch,,2024-11-04 08:11:00,Senior,3
81.27,22.0,68.00000000000001,1.0,1814.48,2023-11-07 16:36:34,Credit,Seattle,Online,Student,2024-11-04 08:10:47,Young,3
193.82,37.0,176.0,1.0,3886.7699999999995,2023-04-20 17:52:46,Debit,Kansas City,Branch,Engineer,2024-11-04 08:12:09,Adult,2
16.73,79.0,165.0,1.0,7591.129999999999,2023-11-30 17:48:36,Debit,,Online,Retired,2024-11-04 08:08:04,Senior,3
474.05,57.0,214.0,1.0,1484.31,2023-08-10 18:30:37,Debit,San Jose,ATM,Retired,2024-11-04 08:10:46,Senior,1
637.75,79.0,151.99999999999997,1.0,4202.92,2023-07-24 16:07:05,Debit,Dallas,Branch,Retired,2024-11-04 08:08:51,Senior,1
153.59,66.0,174.0,1.0,4813.12,2023-05-04 17:43:59,Credit,Portland,Branch,Retired,2024-11-04 08:09:43,Senior,2
186.6,18.0,139.0,1.0,9716.68,2023-10-25 16:03:16,Debit,Tucson,Branch,Student,2024-11-04 08:10:37,Young,3
644.08,24.0,55.0,1.0,1980.62,2023-05-08 17:29:00,Debit,Atlanta,Online,Student,2024-11-04 08:07:18,Young,2
226.66,41.0,168.00000000000003,1.0,10216.25,2023-12-27 18:55:13,Debit,,Branch,Doctor,2024-11-04 08:07:45,Adult,3
305.0,22.0,222.0,1.0,944.83,2023-10-12 17:20:30,Debit,Phoenix,ATM,Student,2024-11-04 08:06:50,Young,3
233.1,42.0,37.0,1.0,7469.2,2023-01-16 17:28:48,Credit,Nashville,Branch,Doctor,2024-11-04 08:11:39,Adult,2
793.13,68.0,75.99999999999999,1.0,13389.16,2023-05-10 16:38:07,Debit,Memphis,Online,Doctor,2024-11-04 08:09:45,Senior,1
224.19,52.0,93.0,1.0,8475.47,2023-09-21 16:42:38,Debit,Houston,ATM,Doctor,2024-11-04 08:07:34,Senior,3
214.83,23.0,63.0,1.0,991.6899999999999,2023-03-20 18:12:30,Credit,Tucson,ATM,Student,2024-11-04 08:11:45,Young,2
163.46,63.0,111.0,1.0,6953.8,2023-09-08 17:09:54,Credit,Baltimore,Branch,Retired,2024-11-04 08:11:32,Senior,1
194.99,34.0,91.0,1.0,1370.03,2023-12-01 17:01:30,Debit,Jacksonville,Branch,Engineer,2024-11-04 08:07:50,Adult,3
227.5,34.0,277.0,1.0,11505.35,2023-03-13 16:59:33,Debit,Sacramento,Online,Doctor,2024-11-04 08:11:35,Adult,2
259.9,26.0,100.00000000000001,1.0,914.2799999999999,2023-06-22 16:08:43,Debit,Oklahoma City,Online,Student,2024-11-04 08:07:29,Young,1
59.51,36.0,55.0,1.0,9955.88,2023-04-04 16:12:25,Credit,Dallas,Online,Doctor,2024-11-04 08:12:18,Adult,2
112.94,73.0,30.999999999999996,1.0,3807.8399999999997,2023-11-24 17:35:47,Credit,San Antonio,Online,Retired,2024-11-04 08:07:19,Senior,3
11.81,21.0,131.0,1.0,320.25,2023-02-27 16:07:38,Debit,Phoenix,ATM,Student,2024-11-04 08:07:53,Young,2
329.14,55.0,14.0,1.0,12033.92,2023-11-14 16:37:42,Debit,Sacramento,Branch,Doctor,2024-11-04 08:09:00,Senior,3
154.24,61.0,82.0,1.0,6109.55,2023-11-06 16:19:31,Debit,Mesa,ATM,Retired,2024-11-04 08:08:33,Senior,3
233.44,20.0,297.0,1.0,1691.88,2023-01-20 16:23:48,Debit,Chicago,Online,Student,2024-11-04 08:07:54,Young,2
141.8,18.0,116.00000000000001,1.0,1697.67,2023-11-15 18:56:02,,Chicago,ATM,Student,2024-11-04 08:08:34,Young,3
209.03,55.0,126.0,1.0,8359.5,2023-10-09 18:20:39,Debit,Detroit,Branch,Engineer,,Senior,3
261.14,42.0,162.0,1.0,6100.08,2023-05-15 18:44:04,Debit,San Antonio,,Engineer,2024-11-04 08:08:53,Adult,1
98.71,32.0,117.0,1.0,10095.23,2023-09-18 17:41:29,Debit,Fort Worth,ATM,Doctor,2024-11-04 08:07:42,Adult,3
87.38,21.0,252.0,1.0,1504.99,2023-03-03 18:23:29,Debit,Atlanta,Branch,Student,2024-11-04 08:09:45,Young,2
83.39,32.0,158.0,1.0,13182.11,2023-09-18 16:00:54,Debit,Omaha,Branch,Doctor,2024-11-04 08:12:20,Adult,3
267.55,46.0,40.0,1.0,4330.04,2023-06-13 16:06:05,Debit,Charlotte,Online,Engineer,2024-11-04 08:12:03,Adult,1
870.05,29.0,39.0,1.0,905.2499999999999,2023-08-31 16:42:18,Debit,El Paso,ATM,Doctor,2024-11-04 08:11:02,Young,1
164.51,78.0,110.0,1.0,3553.69,2023-06-05 18:09:44,Debit,Louisville,Branch,Retired,2024-11-04 08:07:10,Senior,1
758.12,69.0,90.0,1.0,6164.65,2023-07-03 18:46:29,Debit,San Francisco,ATM,Retired,2024-11-04 08:11:14,Senior,1
103.76,28.0,188.0,1.0,9626.14,2023-03-29 16:20:33,Debit,Kansas City,Online,Engineer,2024-11-04 08:11:31,Young,2
583.92,55.0,139.0,1.0,6364.14,2023-08-01 16:11:52,Debit,Kansas City,Online,Engineer,2024-11-04 08:06:32,Senior,1
204.06,77.0,159.0,1.0,4351.83,2023-01-02 16:07:17,Debit,Washington,Online,Retired,2024-11-04 08:07:22,Senior,2
53.51,56.0,165.0,1.0,5773.5,2023-10-26 16:54:32,Debit,New York,Online,Retired,2024-11-04 08:11:18,Senior,3
52.95,68.0,14.0,1.0,6335.58,2023-08-07 18:02:59,Credit,Charlotte,Online,,2024-11-04 08:07:52,Senior,1
120.17,49.0,105.0,1.0,5403.79,2023-08-08 17:07:42,Debit,Portland,ATM,Doctor,2024-11-04 08:11:50,Adult,1
220.8,31.0,28.0,1.0,8135.31,2023-09-06 18:43:52,Debit,Indianapolis,Online,Engineer,2024-11-04 08:10:00,Adult,1
119.01,45.0,87.0,1.0,9798.26,2023-03-13 17:26:41,Debit,Philadelphia,ATM,Doctor,2024-11-04 08:09:17,Adult,2
183.32,21.0,74.0,1.0,137.42,2023-05-10 16:27:51,Debit,Raleigh,ATM,Student,2024-11-04 08:09:31,Young,1
858.88,60.0,227.0,1.0,7015.46,2023-08-22 16:31:34,Debit,Jacksonville,Online,Engineer,2024-11-04 08:12:11,Senior,1
11.46,41.0,128.0,1.0,2356.71,2023-02-13 16:53:17,Credit,San Francisco,Online,Engineer,2024-11-04 08:09:16,Adult,2
61.37,75.0,164.0,1.0,4294.44,2023-02-06 16:54:19,Debit,Columbus,Branch,Retired,2024-11-04 08:10:55,Senior,2
103.08,49.0,150.0,1.0,9251.38,2023-02-27 16:48:02,Credit,Milwaukee,Branch,Engineer,2024-11-04 08:06:42,Adult,2
1.2100000000000002,55.0,196.0,1.0,7542.739999999999,2023-08-21 17:19:06,Debit,Atlanta,Branch,Retired,2024-11-04 08:11:34,Senior,1
425.18,26.0,172.0,1.0,9880.71,2023-10-04 16:00:54,Credit,Colorado Springs,Online,Engineer,2024-11-04 08:08:39,Young,3
60.96,52.0,238.0,1.0,6189.24,2023-10-23 16:35:48,Debit,Colorado Springs,ATM,Retired,2024-11-04 08:09:58,Senior,3
64.21,51.0,37.0,1.0,12540.18,2023-01-09 16:36:16,Debit,Omaha,ATM,Doctor,2024-11-04 08:09:24,Senior,2
523.02,53.0,83.0,1.0,4586.11,2023-05-19 18:32:45,Debit,Jacksonville,Online,Retired,2024-11-04 08:06:38,Senior,1
50.26,65.0,164.0,1.0,1519.38,2023-11-09 17:51:35,Debit,Las Vegas,Branch,Retired,2024-11-04 08:10:47,Senior,3
110.08,19.0,95.0,1.0,1447.26,2023-11-20 17:15:13,Debit,Detroit,Branch,Student,2024-11-04 08:08:19,Young,3
54.47,23.0,34.0,1.0,1131.42,2023-11-13 17:47:07,Credit,Philadelphia,Branch,Student,2024-11-04 08:11:15,Young,3
79.76,68.0,115.0,1.0,10278.75,2023-04-03 16:25:35,Debit,Kansas City,Online,Doctor,2024-11-04 08:08:14,Senior,2
16.79,30.0,146.0,1.0,535.15,2023-11-06 16:42:34,Credit,Detroit,Online,Doctor,2024-11-04 08:11:01,Adult,3
68.62,29.0,157.0,1.0,13891.47,2023-06-29 16:57:52,Debit,Omaha,Branch,Doctor,2024-11-04 08:10:59,Young,1
643.38,18.0,105.0,1.0,1046.74,2023-11-06 17:19:21,Credit,Detroit,Online,Student,2024-11-04 08:12:01,Young,3
328.34,42.0,30.999999999999996,1.0,2840.45,2023-10-12 16:17:47,Credit,San Diego,Online,Engineer,2024-11-04 08:09:00,Adult,3
72.68,69.0,44.0,1.0,6216.77,2023-07-21 17:56:49,Debit,Seattle,Online,Retired,2024-11-04 08:10:20,Senior,1
354.76,51.0,279.0,1.0,10141.92,2023-05-17 16:30:05,Debit,Detroit,Branch,Doctor,2024-11-04 08:07:39,Senior,1
793.88,22.0,252.0,1.0,1404.06,2023-02-22 16:17:29,Credit,Los Angeles,ATM,Student,2024-11-04 08:07:13,Young,2
29.22,27.0,69.00000000000001,1.0,7795.79,2023-02-27 18:33:48,Debit,Detroit,ATM,Engineer,2024-11-04 08:10:28,Young,2
653.97,37.0,100.00000000000001,1.0,3886.65,2023-10-04 17:41:08,Debit,Miami,,Engineer,2024-11-04 08:11:57,Adult,3
366.43,21.0,91.99999999999999,1.0,1560.45,2023-01-30 16:38:59,Credit,Portland,Online,Student,2024-11-04 08:09:38,Young,2
233.74,72.0,142.0,1.0,4749.54,2023-02-13 16:43:40,Debit,Boston,Online,Retired,2024-11-04 08:06:27,Senior,2
471.84,18.0,138.0,1.0,1044.33,2023-09-29 17:31:24,Debit,Raleigh,ATM,Student,2024-11-04 08:08:45,Young,3
213.4,73.0,100.00000000000001,1.0,2012.24,2023-08-14 16:40:38,Credit,Fort Worth,Branch,Retired,2024-11-04 08:09:27,Senior,1
254.20999999999998,48.0,45.99999999999999,1.0,2487.2,2023-05-22 16:48:08,Debit,Phoenix,ATM,Engineer,2024-11-04 08:10:50,Adult,1
577.73,37.0,63.0,1.0,14977.99,2023-11-10 16:26:28,Debit,San Jose,ATM,Doctor,2024-11-04 08:06:37,Adult,3
170.26,27.0,265.0,1.0,1969.48,2023-09-25 16:58:25,Debit,Chicago,ATM,Student,2024-11-04 08:07:32,Young,3
330.61,64.0,113.0,1.0,2525.25,2023-07-06 16:04:39,Credit,Nashville,Branch,Retired,2024-11-04 08:10:34,Senior,1
132.33,35.0,47.0,1.0,7457.94,2023-11-10 16:32:24,Credit,Phoenix,ATM,Engineer,2024-11-04 08:08:40,Adult,3
74.04,18.0,66.0,1.0,1690.23,2023-02-23 18:23:29,Debit,Memphis,Online,Student,2024-11-04 08:11:29,Young,2
197.18,28.0,135.0,1.0,3114.92,2023-05-09 16:47:42,Debit,Tucson,Online,Engineer,2024-11-04 08:10:02,Young,2
21.15,70.0,180.0,1.0,3466.74,2023-11-20 16:06:10,Debit,Columbus,Branch,Retired,2024-11-04 08:09:46,Senior,3
697.82,44.0,153.0,1.0,6824.0,2023-11-27 16:10:37,Debit,New York,Online,Engineer,2024-11-04 08:07:11,Adult,3
148.0,20.0,35.0,1.0,1488.65,2023-01-23 16:48:16,Debit,Tucson,Branch,Student,2024-11-04 08:06:39,Young,2
22.26,19.0,56.0,1.0,5583.88,2023-01-30 18:50:00,Debit,San Antonio,Branch,Student,2024-11-04 08:08:53,Young,2
0.86,25.0,139.0,1.0,1357.22,2023-02-13 17:49:27,Debit,Colorado Springs,ATM,Student,2024-11-04 08:12:22,Young,2
757.1,65.0,203.0,1.0,10553.23,2023-01-23 17:22:25,Debit,Atlanta,Branch,Doctor,2024-11-04 08:11:06,Senior,2
38.81,25.0,145.0,1.0,1619.6,2023-04-28 18:52:30,Credit,Virginia Beach,Online,Student,2024-11-04 08:12:12,Young,2
32.46,31.0,10.0,1.0,8656.18,2023-03-10 18:59:46,Debit,Charlotte,Online,Doctor,2024-11-04 08:09:33,Adult,2
20.64,22.0,59.00000000000001,1.0,949.38,2023-04-20 16:01:05,Debit,Charlotte,Branch,Student,2024-11-04 08:09:17,Young,2
662.11,23.0,219.0,1.0,1996.38,2023-02-02 16:52:26,Debit,Atlanta,Branch,Student,2024-11-04 08:07:34,Young,2
288.77,55.0,110.0,1.0,8836.51,2023-11-13 16:42:16,Debit,Los Angeles,,Engineer,2024-11-04 08:09:44,Senior,3
35.05,30.0,105.0,1.0,14330.47,2023-09-27 18:52:36,Debit,Boston,Branch,Doctor,2024-11-04 08:07:17,Adult,3
214.73,46.0,26.0,1.0,5368.42,2023-11-10 18:28:09,Credit,Los Angeles,ATM,Doctor,2024-11-04 08:07:39,Adult,3
25.38,57.0,66.0,1.0,8616.05,2023-10-23 16:03:09,Debit,Louisville,Branch,Engineer,2024-11-04 08:11:41,Senior,3
617.66,41.0,40.0,1.0,5906.58,2023-01-30 16:34:16,Debit,Memphis,ATM,Engineer,2024-11-04 08:10:17,Adult,2
446.39,63.0,77.0,1.0,7863.6,2023-12-12 17:41:53,Debit,Houston,ATM,Retired,2024-11-04 08:07:42,Senior,3
377.92,33.0,204.0,1.0,2254.71,2023-02-22 17:29:36,Debit,Raleigh,Branch,Engineer,2024-11-04 08:06:53,Adult,2
11.04,30.0,43.0,1.0,6983.04,2023-02-13 18:17:28,Debit,Phoenix,Online,Engineer,2024-11-04 08:10:40,Adult,2
275.46,36.0,67.0,1.0,9697.75,2023-07-24 17:09:05,Debit,Fort Worth,ATM,Doctor,2024-11-04 08:12:13,Adult,1
179.76,78.0,81.0,1.0,5909.52,2023-07-12 16:11:30,Debit,Philadelphia,Online,Retired,2024-11-04 08:09:23,Senior,1
32.34,44.0,45.0,1.0,7847.619999999999,2023-06-21 16:52:25,Debit,Kansas City,Branch,Doctor,2024-11-04 08:09:28,Adult,1
273.92,79.0,109.0,1.0,4543.56,2023-07-04 17:50:02,Debit,Portland,Branch,Retired,2024-11-04 08:11:48,Senior,1
375.45,19.0,32.0,1.0,1307.23,2023-12-05 17:57:39,Debit,Fort Worth,Branch,Student,2024-11-04 08:08:31,Young,3
388.98,23.0,155.0,1.0,1819.91,2023-08-21 17:10:10,Debit,Fresno,ATM,Student,2024-11-04 08:08:32,Young,1
492.84,25.0,37.99999999999999,1.0,577.67,2023-03-01 17:43:22,Debit,Indianapolis,ATM,Student,2024-11-04 08:09:23,Young,2
148.85,57.0,25.000000000000004,1.0,7802.360000000001,2023-11-29 16:46:49,Debit,Mesa,ATM,Doctor,2024-11-04 08:08:44,Senior,3
391.66,50.0,103.0,1.0,2406.31,2023-07-10 17:29:39,Debit,,Branch,Engineer,2024-11-04 08:06:44,Senior,1
185.99,41.0,53.00000000000001,1.0,402.45,2023-04-24 16:49:48,Credit,Fresno,Branch,Engineer,2024-11-04 08:09:44,Adult,2
322.48,27.0,57.0,1.0,1238.43,2023-03-13 16:10:41,Debit,Jacksonville,ATM,Student,2024-11-04 08:11:25,Young,2
20.27,18.0,22.0,1.0,796.3499999999999,2023-12-04 16:27:40,Debit,Miami,Branch,Student,2024-11-04 08:09:38,Young,3
199.02,61.0,269.0,1.0,4658.89,2023-05-29 16:31:37,Debit,Houston,ATM,Retired,2024-11-04 08:07:21,Senior,1
104.23,63.0,107.99999999999999,1.0,5009.29,2023-10-17 16:41:39,Credit,Louisville,Online,Retired,2024-11-04 08:09:45,Senior,3
55.86,39.0,68.00000000000001,1.0,5346.46,2023-01-23 17:18:16,Debit,Seattle,Online,Engineer,2024-11-04 08:06:59,Adult,2
10.77,31.0,178.0,1.0,10704.95,2023-03-08 16:58:31,,Indianapolis,ATM,Doctor,2024-11-04 08:10:45,Adult,2
95.55,33.0,51.00000000000001,1.0,2434.74,2023-04-10 16:25:15,Debit,Louisville,Branch,Engineer,2024-11-04 08:10:13,Adult,2
477.07,27.0,278.0,1.0,6568.07,2023-11-27 16:30:37,Debit,Columbus,Online,Engineer,2024-11-04 08:07:34,Young,3
9.1,52.0,63.0,1.0,2791.45,2023-03-02 16:09:39,Credit,,Online,Retired,2024-11-04 08:09:56,Senior,2
21.41,57.0,99.0,1.0,658.91,2023-12-04 16:27:03,Debit,Louisville,Online,Doctor,2024-11-04 08:08:40,Senior,3
278.28,28.0,26.0,1.0,1346.88,2023-10-02 16:20:52,Debit,Jacksonville,Branch,Student,2024-11-04 08:07:37,Young,3
388.1,73.0,40.0,1.0,3022.12,2023-08-21 18:06:59,Credit,Los Angeles,Online,Retired,2024-11-04 08:07:32,Senior,1
215.39,27.0,215.99999999999997,1.0,1582.55,2023-06-21 16:23:53,Debit,Detroit,ATM,Student,2024-11-04 08:11:13,Young,1
194.37,66.0,161.0,1.0,14395.88,2023-04-26 17:55:11,Debit,Milwaukee,ATM,Doctor,2024-11-04 08:09:28,Senior,2
37.7,20.0,109.0,1.0,1741.1,2023-06-29 16:04:17,Debit,Miami,ATM,Student,2024-11-04 08:12:08,Young,1
19.59,64.0,122.0,1.0,1061.69,2023-06-16 18:47:34,Debit,Charlotte,Branch,Retired,2024-11-04 08:10:31,Senior,1
81.35,41.0,103.0,1.0,7192.45,2023-01-23 17:39:08,Debit,Houston,Online,Engineer,2024-11-04 08:07:04,Adult,2
314.54,58.0,228.0,1.0,9923.45,2023-09-29 16:34:03,Credit,Virginia Beach,Branch,Engineer,2024-11-04 08:11:02,Senior,3
466.64,58.0,11.0,1.0,10915.11,2023-09-04 16:57:31,Debit,Las Vegas,ATM,Doctor,2024-11-04 08:09:20,Senior,1
397.01,22.0,100.00000000000001,1.0,719.52,2023-08-07 17:45:52,Debit,Los Angeles,ATM,Student,,Young,1
472.48,55.0,87.0,1.0,7128.82,2023-02-27 17:06:36,Debit,New York,Branch,Engineer,2024-11-04 08:09:59,Senior,2
67.15,59.0,14.0,1.0,9028.49,2023-11-20 17:17:05,Debit,Indianapolis,Online,Doctor,2024-11-04 08:10:53,Senior,3
102.67,79.0,119.0,1.0,4656.94,2023-05-10 17:41:59,Debit,Albuquerque,Branch,Retired,2024-11-04 08:06:32,Senior,1
453.49,66.0,147.0,1.0,6366.43,2023-01-02 16:06:29,Debit,Seattle,Branch,Doctor,2024-11-04 08:08:56,Senior,2
267.17,26.0,170.0,1.0,1382.62,2023-08-24 16:56:36,Debit,Seattle,ATM,Student,2024-11-04 08:07:54,Young,1
111.26,66.0,43.0,1.0,14350.11,2023-08-18 17:07:18,Debit,Boston,ATM,Doctor,2024-11-04 08:07:47,Senior,1
121.17000000000002,68.0,158.0,1.0,12990.77,2023-12-25 17:31:16,Debit,Phoenix,ATM,Doctor,2024-11-04 08:10:12,Senior,3
213.28,51.0,94.0,1.0,4835.91,2023-12-25 18:29:05,Debit,Mesa,Branch,Retired,2024-11-04 08:11:27,Senior,3
187.88,60.0,180.0,1.0,2154.58,2023-08-10 16:39:44,Debit,Nashville,ATM,Engineer,2024-11-04 08:10:56,Senior,1
471.88,34.0,141.0,1.0,14833.34,2023-10-30 18:44:22,Credit,San Jose,Online,Doctor,2024-11-04 08:07:00,Adult,3
83.79,57.0,47.0,1.0,5061.3,2023-10-12 16:37:49,Debit,Nashville,ATM,Engineer,2024-11-04 08:09:05,Senior,3
212.14,72.0,105.0,1.0,7225.06,2023-08-14 17:28:37,Debit,Austin,Branch,Retired,2024-11-04 08:08:46,Senior,1
99.16,79.0,202.0,1.0,2607.58,2023-02-28 17:55:00,Debit,San Francisco,Online,Retired,2024-11-04 08:10:27,Senior,2
839.33,60.0,86.0,1.0,11538.97,2023-05-02 16:03:23,Credit,Louisville,Branch,Doctor,2024-11-04 08:09:21,Senior,2
4.24,38.0,37.99999999999999,1.0,7822.729999999999,2023-04-17 16:46:31,Debit,San Diego,Online,Engineer,2024-11-04 08:07:54,Adult,2
50.29,58.0,64.0,1.0,7604.9,2023-09-18 16:13:38,Credit,Raleigh,Online,Doctor,2024-11-04 08:07:16,Senior,3
135.85,57.0,269.0,1.0,1480.39,2023-08-03 17:25:57,Debit,Fresno,Online,Retired,2024-11-04 08:08:16,Senior,1
368.53,68.0,34.0,1.0,13696.31,2023-04-03 16:09:09,Debit,Raleigh,Branch,Doctor,2024-11-04 08:06:56,Senior,2
17.95,64.0,135.0,1.0,12344.9,2023-06-05 17:22:19,Credit,Sacramento,Branch,Doctor,2024-11-04 08:09:36,Senior,1
127.8,31.0,47.0,1.0,8630.99,2023-03-02 16:05:52,Credit,Virginia Beach,Branch,Engineer,2024-11-04 08:07:02,Adult,2
16.73,45.0,48.0,1.0,2202.62,2023-02-22 17:39:54,Debit,Houston,Online,Engineer,2024-11-04 08:09:36,Adult,2
317.12,44.0,80.0,1.0,14409.74,2023-12-11 16:03:50,Debit,Fort Worth,Branch,Doctor,2024-11-04 08:08:08,Adult,3
476.63,79.0,115.0,1.0,4894.25,2023-07-25 17:17:49,Debit,Charlotte,ATM,Retired,2024-11-04 08:09:09,Senior,1
156.58,24.0,160.0,1.0,8981.61,2023-09-18 16:03:10,Debit,Portland,Branch,Student,2024-11-04 08:09:39,Young,3
55.12,34.0,261.0,1.0,3791.99,2023-09-18 16:19:03,Credit,Houston,Online,Engineer,2024-11-04 08:11:19,Adult,3
15.74,27.0,37.99999999999999,1.0,690.16,2023-01-09 16:05:02,Debit,Denver,Branch,Student,2024-11-04 08:10:02,Young,2
353.68,70.0,145.0,1.0,6777.12,2023-11-06 16:32:58,Debit,Las Vegas,,Retired,2024-11-04 08:08:35,Senior,3
297.15,76.0,178.0,1.0,5449.37,2023-10-12 18:11:27,Debit,Phoenix,Online,Retired,2024-11-04 08:10:07,Senior,3
647.85,36.0,121.0,1.0,13779.97,2023-12-04 16:31:42,Debit,Omaha,Branch,Doctor,2024-11-04 08:09:34,Adult,3
75.04,49.0,178.0,1.0,9648.6,2023-07-27 17:04:46,Debit,El Paso,ATM,Engineer,2024-11-04 08:07:28,Adult,1
273.92,28.0,35.0,1.0,1029.15,2023-05-08 17:54:56,Debit,Virginia Beach,Online,Student,2024-11-04 08:09:46,Young,2
215.8,51.0,66.0,1.0,3656.62,2023-05-18 16:03:58,Credit,Jacksonville,Branch,Retired,2024-11-04 08:08:31,Senior,1
420.6,26.0,55.0,1.0,1778.75,2023-04-17 16:10:19,Debit,Louisville,Branch,Student,2024-11-04 08:09:30,Young,2
688.36,23.0,22.0,1.0,5191.13,2023-06-30 16:31:49,Credit,Memphis,Branch,Student,2024-11-04 08:11:05,Young,1
285.18,55.0,150.0,1.0,14847.97,2023-03-08 16:39:14,Credit,Sacramento,Branch,Doctor,2024-11-04 08:09:38,Senior,2
213.55,63.0,15.0,1.0,5238.37,2023-03-30 16:00:25,Debit,Boston,ATM,Doctor,2024-11-04 08:07:06,Senior,2
463.11,51.0,159.0,1.0,10238.82,2023-09-26 16:50:05,Credit,Las Vegas,Branch,Doctor,2024-11-04 08:07:18,Senior,3
150.03,73.0,176.0,1.0,7491.42,2023-07-10 16:17:21,Debit,Columbus,ATM,,2024-11-04 08:11:30,Senior,1
309.56,58.0,147.0,1.0,972.04,2023-06-05 17:29:48,Debit,Charlotte,Online,Doctor,2024-11-04 08:09:17,Senior,1
377.08,26.0,71.0,1.0,6430.86,2023-02-15 17:33:23,Credit,Mesa,Branch,Student,2024-11-04 08:10:33,Young,2
77.25,68.0,157.0,1.0,14077.97,2023-12-22 17:49:57,Debit,Virginia Beach,Branch,Doctor,2024-11-04 08:07:50,Senior,3
146.92,64.0,272.0,1.0,3990.6,2023-09-08 16:28:54,Debit,Portland,ATM,Retired,2024-11-04 08:07:41,Senior,1
126.6,22.0,146.0,1.0,961.6499999999999,2023-05-26 16:00:45,Debit,San Antonio,Branch,Student,2024-11-04 08:08:35,Young,1
101.34,24.0,45.99999999999999,1.0,703.2599999999999,2023-03-03 17:49:53,Debit,Boston,ATM,Student,2024-11-04 08:10:15,Young,2
